# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,6.0,1.0,0.0,0,3.0,0,0.0,0.0,0.0
 0.08908518769507541,6.011904256,1.0,0.0,0.26725556308522624,3.0,0,0.0,0.0,0.0
 0.1254805376675322,6.0236180479999994,1.0,0.0,0.3764416130025966,2.9999999999999996,0,0.0,0.0,0.0
 0.1530640650185395,6.0351429119999995,1.0,0.0,0.4591921950556185,2.999999999999999,0,0.0,0.0,0.0
 0.1760310275680598,6.0464803840000005,1.0,0.0,0.5280930827041794,3.000000000000002,0,0.0,0.0,0.0
 0.19601360496999354,6.057631999999999,1.0,0.0,0.5880408149099807,3.000000000000004,0,0.0,0.0,0.0
 0.21385243510420837,6.0685992959999995,1.0,0.0,0.6415573053126252,3.0,0,0.0,0.0,0.0
 0.2300489918836121,6.079383807999999,1.0,0.0,0.6901469756508364,2.9999999999999964,0,0.0,0.0,0.0
 0.24493138086683186,6.089987072,1.0,0.0,0.7347941426004957,3.0000000000000036,0,0.0,0.0,0.0
 0.25872845997299865,6.100410623999999,1.0,0.0,0.776185379918996,3.0,0,0.0,0.0,0.0
 0.27160756003223924,6.110656,1.0,0.0,0.8148226800967178,2.9999999999999956,0,0.0,0.0,0.0
 0.28369553632958894,6.120724736,1.0,0.0,0.8510866089887669,3.0,0,0.0,0.0,0.0
 0.29509136212366444,6.1306183679999995,1.0,0.0,0.8852740863709934,3.0,0,0.0,0.0,0.0
 0.30587408302546115,6.140338432,1.0,0.0,0.9176222490763836,3.0000000000000053,0,0.0,0.0,0.0
 0.3161080659099561,6.149886464,1.0,0.0,0.9483241977298683,2.9999999999999893,0,0.0,0.0,0.0
 0.3258465896706611,6.159264,1.0,0.0,0.9775397690119834,3.0000000000000058,0,0.0,0.0,0.0
 0.3351343770290758,6.168472576,1.0,0.0,1.0054031310872273,2.9999999999999942,0,0.0,0.0,0.0
 0.3440094262274413,6.177513728,1.0,0.0,1.0320282786823238,2.999999999999994,0,0.0,0.0,0.0
 0.3525043659304089,6.1863889919999995,1.0,0.0,1.0575130977912268,3.0000000000000195,0,0.0,0.0,0.0
 0.3606474770002781,6.195099903999999,1.0,0.0,1.0819424310008343,2.9999999999999862,0,0.0,0.0,0.0
 0.3684634762542047,6.203647999999999,1.0,0.0,1.1053904287626142,3.0,0,0.0,0.0,0.0
 0.37597412676938213,6.212034815999999,1.0,0.0,1.1279223803081464,3.0,0,0.0,0.0,0.0
 0.383198719552488,6.220261888,1.0,0.0,1.1495961586574641,3.0000000000000075,0,0.0,0.0,0.0
 0.39015445830251966,6.228330751999999,1.0,0.0,1.170463374907559,3.0,0,0.0,0.0,0.0
 0.39685677013249987,6.236242944,1.0,0.0,1.1905703103974996,2.9999999999999916,0,0.0,0.0,0.0
 0.4033195589934444,6.244,1.0,0.0,1.2099586769803332,3.0,0,0.0,0.0,0.0
 0.40955541424004294,6.251603456,1.0,0.0,1.2286662427201287,2.9999999999999822,0,0.0,0.0,0.0
 0.4155757837025636,6.259054848,1.0,0.0,1.2467273511076906,2.9999999999999907,0,0.0,0.0,0.0
 0.42139111840031324,6.266355712,1.0,0.0,1.2641733552009395,3.0,0,0.0,0.0,0.0
 0.4270109943939772,6.273507584,1.0,0.0,1.2810329831819316,3.0000000000000195,0,0.0,0.0,0.0
 0.43244421605566646,6.280512,1.0,0.0,1.2973326481669993,3.0,0,0.0,0.0,0.0
 0.43769890411864903,6.287370495999999,1.0,0.0,1.313096712355947,2.9999999999999787,0,0.0,0.0,0.0
 0.4427825711716007,6.294084608,1.0,0.0,1.3283477135148019,2.999999999999989,0,0.0,0.0,0.0
 0.4477021867268465,6.300655872,1.0,0.0,1.3431065601805392,3.0,0,0.0,0.0,0.0
 0.4524642335772701,6.307085824,1.0,0.0,1.35739270073181,2.9999999999999885,0,0.0,0.0,0.0
 0.457074756832329,6.313375999999999,1.0,0.0,1.3712242704969868,3.000000000000012,0,0.0,0.0,0.0
 0.46153940676826233,6.319527935999999,1.0,0.0,1.3846182203047868,3.0,0,0.0,0.0,0.0
 0.46586347642487097,6.325543167999999,1.0,0.0,1.3975904292746126,2.999999999999987,0,0.0,0.0,0.0
 0.4700519347192746,6.331423232,1.0,0.0,1.4101558041578235,3.0,0,0.0,0.0,0.0
 0.4741094557167148,6.337169663999999,1.0,0.0,1.4223283671501443,3.000000000000041,0,0.0,0.0,0.0
 0.47804044459299333,6.342784,1.0,0.0,1.4341213337789798,2.9999999999999716,0,0.0,0.0,0.0
 0.48184906073721145,6.348267775999999,1.0,0.0,1.4455471822116341,3.0,0,0.0,0.0,0.0
 0.485539238373172,6.353622528,1.0,0.0,1.4566177151195159,3.0000000000000453,0,0.0,0.0,0.0
 0.4891147050198621,6.358849792,1.0,0.0,1.467344115059586,2.9999999999999534,0,0.0,0.0,0.0
 0.4925789980635931,6.363951104,1.0,0.0,1.4777369941907792,3.000000000000016,0,0.0,0.0,0.0
 0.49593547967452345,6.3689279999999995,1.0,0.0,1.4878064390235703,3.0000000000000497,0,0.0,0.0,0.0
 0.49918735026707817,6.373782016,1.0,0.0,1.4975620508012344,2.999999999999966,0,0.0,0.0,0.0
 0.5023376606758972,6.378514687999999,1.0,0.0,1.5070129820276914,2.9999999999999294,0,0.0,0.0,0.0
